5.800;2.800;5.100;2.400
6.000;2.200;4.000;1.000
5.500;4.200;1.400;0.200
7.300;2.900;6.300;1.800
5.000;3.400;1.500;0.200
6.300;3.300;6.000;2.500
5.000;3.500;1.300;0.300
6.700;3.100;4.700;1.500
6.800;2.800;4.800;1.400
6.100;2.800;4.000;1.300
6.100;2.600;5.600;1.400
6.400;3.200;4.500;1.500
6.100;2.800;4.700;1.200
6.500;2.800;4.600;1.500
6.100;2.900;4.700;1.400
4.900;3.600;1.400;0.100
6.000;2.900;4.500;1.500
5.500;2.600;4.400;1.200
4.800;3.000;1.400;0.300
5.400;3.900;1.300;0.400
5.600;2.800;4.900;2.000
5.600;3.000;4.500;1.500
4.800;3.400;1.900;0.200
4.400;2.900;1.400;0.200
6.200;2.800;4.800;1.800
4.600;3.600;1.000;0.200
5.100;3.800;1.900;0.400
6.200;2.900;4.300;1.300
5.000;2.300;3.300;1.000
5.000;3.400;1.600;0.400
6.400;3.100;5.500;1.800
5.400;3.000;4.500;1.500
5.200;3.500;1.500;0.200
6.100;3.000;4.900;1.800
6.400;2.800;5.600;2.200
5.200;2.700;3.900;1.400
5.700;3.800;1.700;0.300
6.000;2.700;5.100;1.600
5.900;3.000;4.200;1.500
5.800;2.600;4.000;1.200
6.800;3.000;5.500;2.100
4.700;3.200;1.300;0.200
6.900;3.100;5.100;2.300
5.000;3.500;1.600;0.600
5.400;3.700;1.500;0.200
5.000;2.000;3.500;1.000
6.500;3.000;5.500;1.800
6.700;3.300;5.700;2.500
6.000;2.200;5.000;1.500
6.700;2.500;5.800;1.800
5.600;2.500;3.900;1.100
7.700;3.000;6.100;2.300
6.300;3.300;4.700;1.600
5.500;2.400;3.800;1.100
6.300;2.700;4.900;1.800
6.300;2.800;5.100;1.500
4.900;2.500;4.500;1.700
6.300;2.500;5.000;1.900
7.000;3.200;4.700;1.400
6.500;3.000;5.200;2.000
6.000;3.400;4.500;1.600
4.800;3.100;1.600;0.200
5.800;2.700;5.100;1.900
5.600;2.700;4.200;1.300
5.600;2.900;3.600;1.300
5.500;2.500;4.000;1.300
6.100;3.000;4.600;1.400
7.200;3.200;6.000;1.800
5.300;3.700;1.500;0.200
4.300;3.000;1.100;0.100
6.400;2.700;5.300;1.900
5.700;3.000;4.200;1.200
5.400;3.400;1.700;0.200
5.700;4.400;1.500;0.400
6.900;3.100;4.900;1.500
